,Headline,Positive,Negative,Neutral,date,article_id
104,money funds remain haunted by fears of breaking the buck,0.01904197782278061,0.8946602940559387,0.08629772067070007,2015-12-04,22670
105,kerry searching for answers on syria conflict to meet with putin,0.060625698417425156,0.0406474843621254,0.898726761341095,2015-12-05,29103
106,greece debt talks eurozone finance ministers,0.02850201167166233,0.055257875472307205,0.9162400960922241,2015-12-05,29106
107,persian gulf allies confront crisis of confidence in us,0.15730167925357819,0.5932695269584656,0.24942880868911743,2015-12-05,29175
108,fight over china currency policies threatens vote on trade bill,0.0695861279964447,0.4395371079444885,0.49087682366371155,2015-12-05,29192
109,fear of ruin as disease takes hold of italys olive trees,0.033492669463157654,0.6211053729057312,0.34540197253227234,2015-12-05,29197
110,school districts embrace business model of data collection,0.07792213559150696,0.0114519651979208,0.9106259346008301,2015-12-05,29131
111,2 sunni leaders denounce lack of role in iraqi government,0.036651935428380966,0.4447297751903534,0.5186183452606201,2015-12-05,29159
112,jeb bush clarifies remarks on supporting iraq war,0.054878972470760345,0.021986965090036392,0.9231340885162354,2015-12-05,29467
113,who needs reforms in wake of ebola crisis report says,0.20286302268505096,0.09369050711393356,0.7034465074539185,2015-12-05,29270
114,jeb bush ally says he misheard question on iraq war,0.04379017651081085,0.7623734474182129,0.1938362866640091,2015-12-05,29382
115,nomura found liable in us mortgage suit tied to financial crisis,0.03903002664446831,0.8518273830413818,0.10914256423711777,2015-12-05,29219
116,zhou yongkang former security chief in china gets life sentence for corruption,0.06960102170705795,0.6954054236412048,0.23499362170696259,2015-12-06,35906
117,russian groups crowdfund the war in ukraine,0.039592038840055466,0.7248268723487854,0.23558105528354645,2015-12-06,35896
118,germanwings crash criminal inquiry planned by france,0.02474203333258629,0.1548912227153778,0.8203666806221008,2015-12-06,35980
119,rupert murdochs step back will propel dynasty forward,0.9154669642448425,0.011785989627242088,0.07274701446294785,2015-12-06,36020
120,after financial crisis fates of lender and borrower diverge,0.03181574493646622,0.07855936139822006,0.8896249532699585,2015-12-06,35951
121,idle china developers a drag on economy,0.025580676272511482,0.8280237317085266,0.14639562368392944,2015-12-06,35925
122,israeli report backs tactics by military in gaza war,0.022060830146074295,0.8796181082725525,0.0983211025595665,2015-12-06,36117
123,knee injury also hurts finances of new jet,0.013824916444718838,0.9599923491477966,0.02618268132209778,2015-12-06,36152
124,yemen humanitarian crisis,0.05631168559193611,0.3929717540740967,0.5507165789604187,2015-12-06,36344
125,yemen humanitarian crisis arabic,0.029511669650673866,0.7550226449966431,0.21546564996242523,2015-12-06,36392
126,stewart butterfield of slack experience with empathy required,0.08989130705595016,0.025784026831388474,0.8843246102333069,2015-12-07,42288
127,china typhoon chan hom forces mass evacuation,0.044511981308460236,0.7479095458984375,0.20757846534252167,2015-12-07,42280
128,greek debt crisis pits greeks against germans,0.030154172331094742,0.9077614545822144,0.06208440661430359,2015-12-07,42299
129,greece debt crisis athens poverty inequality,0.016266247257590294,0.8061056733131409,0.17762811481952667,2015-12-07,42276
130,greece debt plan at next crucial stage as finance ministers meet,0.09605418145656586,0.01627017743885517,0.8876757025718689,2015-12-07,42275
131,china arrests human rights lawyers zhou shifeng,0.03040146827697754,0.859924852848053,0.10967369377613068,2015-12-07,42332
132,the end of federally financed ghettos,0.08951818943023682,0.1119823232293129,0.7984995245933533,2015-12-07,42318
133,china beijing city planning population,0.03673914819955826,0.04293249174952507,0.9203283786773682,2015-12-07,42336
134,china fences in its nomads and an ancient life withers,0.07650343328714371,0.13297967612743378,0.7905169129371643,2015-12-07,42340
135,ge continues sell off with health care lending business,0.17242972552776337,0.07827582210302353,0.7492944598197937,2015-12-08,47735
136,china renminbi currency devaluation,0.04445807263255119,0.33750784397125244,0.6180341243743896,2015-12-08,47723
137,japan restarts a nuclear plant in step toward reviving industry,0.537575900554657,0.03574645146727562,0.4266776442527771,2015-12-08,47626
138,malaysia airlines crash mh17 ukraine missile,0.03837640583515167,0.4656933844089508,0.4959302246570587,2015-12-08,47642
139,global selling shows concerns about chinas weakness,0.05109516158699989,0.8442543745040894,0.10465043783187866,2015-12-08,47746
140,donald trump takes on china after devaluation,0.027018796652555466,0.09665665030479431,0.8763245344161987,2015-12-08,47877
141,new diplomacy seen on us russian efforts to end syrian civil war,0.16548310220241547,0.029339130967855453,0.8051778078079224,2015-12-08,47749
142,opposition in venezuela is unsettled by leaders sentence,0.012547721154987812,0.9209146499633789,0.06653758138418198,2015-12-09,54306
143,401 k options for small businesses,0.05953221768140793,0.028607074171304703,0.9118607044219971,2015-12-09,54056
144,fosun to raise 1 5 billion to finance acquisitions,0.40545234084129333,0.008833300322294235,0.5857143402099609,2015-12-09,54017
145,europe migrant crisis,0.03524192422628403,0.3356429636478424,0.6291151642799377,2015-12-09,54019
146,iran nuclear accord sanctions,0.05386674776673317,0.02754908986389637,0.9185841679573059,2015-12-09,54024
147,crane crash grand mosque mecca,0.0487915463745594,0.038081735372543335,0.9131266474723816,2015-12-09,54161
148,banks to settle with investors in suit over financial crisis,0.07245877385139465,0.7595280408859253,0.16801322996616364,2015-12-09,54287
149,ai weiwei royal academy of arts britain china,0.0597412995994091,0.020515648648142815,0.9197431206703186,2015-12-09,54089
150,northern ireland government crisis unionist sinn fein,0.08342919498682022,0.3750127851963043,0.541558027267456,2015-12-09,54233
151,us drops charges that professor shared technology with china,0.026892362162470818,0.8680841326713562,0.10502338409423828,2015-12-09,54241
152,jeanette wong banker dbs singapore leadership,0.030777329578995705,0.042495664209127426,0.9267270565032959,2015-12-10,61226
153,iraqi military claims it attacked islamic state leaders convoy,0.05683169513940811,0.7658700346946716,0.17729833722114563,2015-12-10,61256
154,disney reboots star wars video games,0.047804031521081924,0.07700645178556442,0.8751895427703857,2015-12-10,61288
155,for true freedom learn to deal with uncertainty,0.08569708466529846,0.02532283216714859,0.8889800906181335,2015-12-10,61444
156,daily report dell deal with emc speaks to changing pc business,0.18973872065544128,0.037618622183799744,0.7726426124572754,2015-12-10,61433
157,fox business network and the wall street journal to sponsor g o p debate in milwaukee on nov 10,0.08629560470581055,0.012357399798929691,0.9013469219207764,2015-12-10,61514
158,a software firm that wines and dines the restaurant industry,0.04048594832420349,0.02259848639369011,0.9369155764579773,2015-12-11,68390
159,egyptian president makes first visit to sharm el sheikh since crash,0.10440108925104141,0.03577997535467148,0.8598188757896423,2015-12-11,68463
160,irrational game aims to steer consumers toward rational choices,0.1360834836959839,0.011102959513664246,0.8528134822845459,2015-12-11,68493
161,republican debate on fox business draws 13 5 million,0.026074040681123734,0.061765387654304504,0.9121605753898621,2015-12-11,68497
162,china coal power energy policy,0.03177934139966965,0.022227676585316658,0.9459930062294006,2015-12-11,68341
163,china crackdown corruption beijing shanghai ai baojun lu xiwen,0.03657056391239166,0.1770073026418686,0.7864221930503845,2015-12-11,68337
164,european and african leaders near deal on returning migrants,0.3965708017349243,0.04262397438287735,0.5608052015304565,2015-12-11,68467
165,for investors portfolio insurance against market declines,0.09006071835756302,0.01797063834965229,0.8919686079025269,2015-12-11,68487
166,china singles day shopping alibaba,0.07237105816602707,0.023617928847670555,0.904011070728302,2015-12-11,68333
167,1915 the world war i diet,0.039359722286462784,0.09738095104694366,0.8632593750953674,2015-12-11,68601
168,in greece brewers woes reflect struggle of business owners,0.019168296828866005,0.9401188492774963,0.04071289300918579,2015-12-12,74836
169,china to track renminbi based on basket of currencies,0.06316027790307999,0.016869613900780678,0.9199701547622681,2015-12-12,74839
170,chinas emissions pledges are undercut by boom in coal projects abroad,0.44933733344078064,0.5208531022071838,0.02980951964855194,2015-12-12,74849
171,china north korea moranbong girl band,0.03765672817826271,0.059420060366392136,0.9029232263565063,2015-12-12,74743
172,alibaba scmp south china morning post,0.04348673298954964,0.040223024785518646,0.916290283203125,2015-12-12,74757
173,china wang xilin symphony,0.04230042174458504,0.043601684272289276,0.9140979051589966,2015-12-12,74715
174,senegal jarred by fears of militancy,0.039944540709257126,0.9018184542655945,0.058237046003341675,2015-12-13,75118
175,fearful haitian migrants flee dominican republic for camps,0.021916069090366364,0.858863890171051,0.11922004073858261,2015-12-13,75051
176,congress heads toward holiday under pressure to deliver spending bill,0.10119957476854324,0.7909778952598572,0.10782254487276077,2015-12-14,75252
177,howard university may sell rights to its public tv stations spectrum,0.026703355833888054,0.027598781511187553,0.9456979036331177,2015-12-14,75161
178,fed expected to raise rate and high expectations for new star wars,0.9307436347007751,0.020723572000861168,0.0485328733921051,2015-12-14,75168
179,alibaba south china morning post hong kong,0.03913968428969383,0.039401620626449585,0.9214587211608887,2015-12-14,75116
180,leaders move to convert paris climate pledges into action,0.3717953860759735,0.011691064573824406,0.6165135502815247,2015-12-14,75131
181,the white house holiday photo line a tradition of awkwardness,0.02785586193203926,0.6656438112258911,0.3065003454685211,2015-12-14,75132
182,climate accord draws mixed reaction from business leaders,0.07329069823026657,0.8111453652381897,0.1155640184879303,2015-12-14,75184
183,china is leading jailer of journalists group says,0.04233966022729874,0.4250735938549042,0.5325867533683777,2015-12-15,75427
184,congress inches toward completed spending bill,0.5569374561309814,0.10246869921684265,0.3405939042568207,2015-12-15,75412
185,ben carson says muslim civil rights group has ties to terrorists,0.0707128718495369,0.037488874047994614,0.891798198223114,2015-12-15,75681
186,pu zhiqiang trial beijing china,0.0409601628780365,0.07852691411972046,0.8805129528045654,2015-12-15,75206
187,william lindesay great wall china,0.03610675781965256,0.050247251987457275,0.9136460423469543,2015-12-15,75223
188,bus crash argentina police,0.02342267520725727,0.7434612512588501,0.23311610519886017,2015-12-15,75285
189,pu zhiqiang china trial weibo posts,0.043845005333423615,0.031333744525909424,0.9248212575912476,2015-12-15,75251
190,david van rooyen south africa finance minister pravin gordhan,0.09351411461830139,0.04277012124657631,0.8637157678604126,2015-12-15,75240
191,egypt sinai russian plane crash,0.026029886677861214,0.4535009264945984,0.5204691886901855,2015-12-15,75275
192,gu kailai china death sentence murder bo xilai,0.04340019449591637,0.40313920378685,0.5534605383872986,2015-12-15,75228
193,italy delays eus renewal of sanctions against russia,0.02665064111351967,0.8695363998413086,0.10381291806697845,2015-12-15,75377
194,lillian vernon creator of a bustling catalog business dies at 88,0.030481303110718727,0.31093525886535645,0.6585834622383118,2015-12-15,75362
195,republicans sound ominous warnings at debate,0.029411638155579567,0.7988960146903992,0.17169229686260223,2015-12-16,75793
196,warren buffett endorses hillary clinton and calls for higher taxes on wealthy,0.20178239047527313,0.15959040820598602,0.638627290725708,2015-12-16,75992
197,bernie sanders warns of demagogues and division in mosque visit,0.01447062287479639,0.9329483509063721,0.052580930292606354,2015-12-16,76045
198,that brooklyn look a family business,0.040192775428295135,0.030704572796821594,0.9291026592254639,2015-12-16,75937
199,eu borders migrant crisis,0.025236889719963074,0.5934744477272034,0.38128861784935,2015-12-16,75661
200,thaw in china russia relations hasnt trickled down,0.17394740879535675,0.6479598879814148,0.17809267342090607,2015-12-16,75706
201,the advantages of higher inflation,0.47823628783226013,0.01411569956690073,0.5076479911804199,2015-12-16,75715
202,us navy commander implies china has eroded safety of south china sea,0.052749715745449066,0.890819251537323,0.05643097683787346,2015-12-16,75636
203,star wars the force awakens premiere,0.03285497426986694,0.06259463727474213,0.904550313949585,2015-12-16,75608
204,howard stern and siriusxm reach new deal,0.08223215490579605,0.018566492944955826,0.8992013335227966,2015-12-16,75651
205,in russia john kerry pushes forward on syrian peace process,0.43770936131477356,0.030503200367093086,0.5317874550819397,2015-12-16,75690
206,hillary clinton calls on tech companies to help thwart isis online,0.15469662845134735,0.027754923328757286,0.8175484538078308,2015-12-16,75776
207,germany arrests islamic extremist for aiding terrorist groups,0.04663491249084473,0.7551031708717346,0.19826190173625946,2015-12-16,75649
208,china taiwan semiconductor bid,0.0675031915307045,0.01769080013036728,0.9148060083389282,2015-12-16,75599
209,china air restaurant clean charge,0.15958860516548157,0.013743660412728786,0.8266677260398865,2015-12-16,75587
210,gu kailai china life sentence murder bo xilai,0.05048946291208267,0.4047561585903168,0.5447543859481812,2015-12-16,75590
211,general electric to sell commercial lending business in japan,0.09980212897062302,0.008486924692988396,0.8917109966278076,2015-12-16,75611
212,china toilets fangshan restrooms,0.022965408861637115,0.04958908632397652,0.9274454712867737,2015-12-17,76091
213,governor of puerto rico warns of looming default without bankruptcy plan,0.018231578171253204,0.8889788389205933,0.09278959780931473,2015-12-17,76060
214,defense secretary ashton carter conducted some official business on a personal email account,0.02605554461479187,0.03728588670492172,0.9366585612297058,2015-12-17,76071
215,un council to adopt sanctions against isis,0.09660453349351883,0.28871580958366394,0.6146796941757202,2015-12-17,76077
216,poll watch americans fear more terrorist attacks but have mixed views on gun control,0.06504198908805847,0.6327335238456726,0.30222442746162415,2015-12-17,76134
217,debate brings the fear of terrorism and immigration to center stage,0.11923276633024216,0.023642001673579216,0.8571252822875977,2015-12-17,76147
218,debate shows gop races volatility as ted cruz holds steady,0.4012201428413391,0.3850220739841461,0.21375775337219238,2015-12-17,75934
219,china pu zhiqiang trial weibo posts,0.05746953561902046,0.035554174333810806,0.9069762825965881,2015-12-17,75832
220,china state power pacific hydro investment,0.039479490369558334,0.017145909368991852,0.9433746337890625,2015-12-17,75843
221,china coal mining economy,0.02832285314798355,0.034121789038181305,0.9375553727149963,2015-12-17,75844
222,bloomberg to buy barclays index business for 787 million,0.07180119305849075,0.011350386776030064,0.916848361492157,2015-12-17,75903
223,xinjiang attack china terrorism,0.041299398988485336,0.3792383670806885,0.5794622302055359,2015-12-17,75861
224,how to handle your finances after a fed rate increase,0.05357256531715393,0.040851838886737823,0.9055756330490112,2015-12-17,75850
225,the mutual fund equivalent of bankruptcy,0.05022424831986427,0.029448838904500008,0.9203269481658936,2015-12-17,75966
226,pope francis reminding that salvation is free warns against fraudsters,0.25144848227500916,0.02563520334661007,0.722916305065155,2015-12-17,75969
227,european union leaders summit meeting,0.041060276329517365,0.042794473469257355,0.9161452651023865,2015-12-17,76006
228,trade war escalates between russia and ukraine,0.021155312657356262,0.9091257452964783,0.06971897929906845,2015-12-17,76013
229,yemen civil war houthis,0.021954365074634552,0.6920160055160522,0.28602972626686096,2015-12-17,75988
230,proposed extension of tax credits for renewable energy would have uneven effect,0.1014748215675354,0.10251117497682571,0.7960140109062195,2015-12-18,76339
231,united nations sanctions against isis adopted,0.03872493654489517,0.6511399745941162,0.31013500690460205,2015-12-18,76341
232,backers of marco rubio target ted cruz for stance on edward snowden,0.06313154101371765,0.3039170801639557,0.6329513192176819,2015-12-18,76606
233,air pollution widespread china beijing red alert maps charts,0.034871313720941544,0.036983855068683624,0.9281448125839233,2015-12-18,76566
234,jebi and other star wars fans lament being stuck on the campaign trail,0.012651382945477962,0.9107102751731873,0.07663829624652863,2015-12-18,76403
235,taiwan arms sales us china,0.05837314575910568,0.1215013712644577,0.8201255202293396,2015-12-18,76151
236,china coal mine explosion,0.02857798896729946,0.039951421320438385,0.9314705729484558,2015-12-18,76146
237,avon in deal to split off north american business,0.04615549370646477,0.051965195685625076,0.9018793702125549,2015-12-18,76166
238,china drone export iraq,0.036841873079538345,0.1929037719964981,0.770254373550415,2015-12-18,76099
239,conflicts complicate duties of viacoms philippe dauman,0.01185278408229351,0.8904432654380798,0.09770393371582031,2015-12-18,76261
240,imf chief faces trial in case dating to time as french finance minister,0.0410560667514801,0.4729836583137512,0.4859601855278015,2015-12-18,76256
241,un says 60 million people have been forced to flee war,0.011542831547558308,0.923431396484375,0.06502577662467957,2015-12-19,76540
242,eu to extend sanctions against russia but divisions show,0.14253605902194977,0.4160133898258209,0.44145047664642334,2015-12-19,76563
243,brazil finance minister replaced,0.04360704496502876,0.04108218848705292,0.9153107404708862,2015-12-19,76623
244,internet firms urged to limit work of anwar al awlaki,0.01800365559756756,0.7350912094116211,0.24690508842468262,2015-12-19,76625
245,could shipwrecks lead the world to war,0.06407691538333893,0.04502537101507187,0.8908976912498474,2015-12-19,76641
246,us bomber mistakenly flew near disputed island in south china sea,0.02151167206466198,0.9022637009620667,0.07622463256120682,2015-12-19,76580
247,star wars force awakens box office,0.15543697774410248,0.19618812203407288,0.6483748555183411,2015-12-19,76445
