,Headline,Positive,Negative,Neutral,date,article_id
26,greece debt crisis bailout package offer,0.1254734843969345,0.04145004600286484,0.8330764174461365,2015-09-07,41682
27,india warns tv stations over criticism of hanging,0.04575706273317337,0.7895378470420837,0.16470518708229065,2015-09-08,47203
28,pain of puerto ricos debt crisis is weighing on the little guy too,0.06040692701935768,0.6008899211883545,0.3387031853199005,2015-09-08,47158
29,business lessons of matt harvey dilemma go beyond mets,0.0999426320195198,0.012253434397280216,0.8878039121627808,2015-09-09,53272
30,china import exports economy downturn,0.011322040110826492,0.9606055617332458,0.028072398155927658,2015-09-09,53177
31,investment strategies meant as buffers to volatility may have deepened it,0.5067294239997864,0.1886090487241745,0.30466151237487793,2015-09-09,53357
32,perdue expands in specialty meat business,0.19537857174873352,0.008919136598706245,0.7957022786140442,2015-09-09,53359
33,leadership shake up reflects airlines troubles,0.04577820375561714,0.09940449148416519,0.8548173308372498,2015-09-09,53378
34,older people are invisible in key data study warns,0.04146748408675194,0.7610344886779785,0.19749794900417328,2015-09-09,53388
35,candidates address the growing refugee crisis,0.0601346418261528,0.06502307951450348,0.8748422861099243,2015-09-09,53440
36,nearly 8000 killed in ukraine conflict un says,0.02302626334130764,0.7694748044013977,0.20749899744987488,2015-09-09,53322
37,hillary clinton announces campaign finance reform plan,0.08723282068967819,0.03767158091068268,0.8750956058502197,2015-09-09,53275
38,amazon building a tech business for the long haul,0.29505816102027893,0.00883851945400238,0.6961033940315247,2015-09-10,60829
39,nobel prize awarded to tunisian coalition,0.31642407178878784,0.028998497873544693,0.6545774936676025,2015-09-10,61009
40,hillary clinton claims victory on coal miner bankruptcy settlement,0.20904719829559326,0.21196849644184113,0.5789843201637268,2015-09-10,61083
41,russian missiles aimed at syria crashed in iran us officials say,0.03897927701473236,0.7749680280685425,0.18605263531208038,2015-09-10,60633
42,russias kalibr cruise missiles a new weapon in syria conflict,0.3956586718559265,0.010508619248867035,0.5938327312469482,2015-09-10,60650
43,wary of escalation the us is waiting out putins moves,0.14990103244781494,0.4063505530357361,0.44374844431877136,2015-09-10,60765
44,hague court may prosecute in south ossetia war,0.01868913136422634,0.8209388256072998,0.16037210822105408,2015-09-10,60774
45,imf economies lima china turkey brazil,0.04865749552845955,0.028919661417603493,0.9224228262901306,2015-09-10,60512
46,let go of irrational fears,0.06067400798201561,0.044901423156261444,0.8944246172904968,2015-09-11,68130
47,months after blasts in china rebuilding tianjin homes and lives is a struggle,0.0306467916816473,0.6926584839820862,0.27669480443000793,2015-09-11,67821
48,martin omalley receives support from obamas finance circle,0.2017873376607895,0.008255998603999615,0.7899566292762756,2015-09-11,68008
49,egypt russia plane crash bomb,0.02113703079521656,0.727566123008728,0.25129690766334534,2015-09-11,67786
50,china xi jinping kerry brown,0.04766812548041344,0.05111222714185715,0.9012196063995361,2015-09-12,74047
51,business leaders commit to energy goals at climate conference,0.5897966623306274,0.011255322955548763,0.3989480137825012,2015-09-12,74039
52,isis china recruitment chant mandarin,0.03054516203701496,0.07673602551221848,0.8927187919616699,2015-09-12,73938
53,walmart china imports job losses,0.011578486301004887,0.935559868812561,0.052861616015434265,2015-09-12,74120
54,myanmar sanctions,0.04564007371664047,0.2366710752248764,0.7176888585090637,2015-09-12,74143
55,young thugs music business plan rap sing record repeat,0.0394890159368515,0.02442437782883644,0.9360865950584412,2015-09-13,53245
56,airstrikes hit civilians yemen war,0.035321906208992004,0.8433833718299866,0.12129468470811844,2015-09-13,54419
57,eastern europe migrant refugee crisis,0.01675783284008503,0.8040761351585388,0.1791660040616989,2015-09-13,54347
58,germany emergency measures european migrant crisis,0.019878709688782692,0.7826299071311951,0.19749127328395844,2015-09-14,54500
59,parties in ukraine conflict are urged to build on progress,0.4454275965690613,0.021993516013026237,0.5325788855552673,2015-09-14,54506
60,us and iran both conflict and converge,0.05110164359211922,0.21775570511817932,0.7311426401138306,2015-09-14,54574
61,pitfalls for the unwary borrower out on the frontiers of banking,0.04699777811765671,0.7918656468391418,0.16113653779029846,2015-09-14,54585
62,partnership boosts users over chinas great firewall,0.9341015219688416,0.009974857792258263,0.05592363700270653,2015-09-14,54577
63,syria war deaths,0.041242145001888275,0.3994671404361725,0.5592907071113586,2015-09-14,54679
64,a sense of instability settles over turkey as conflict with kurds flares,0.016404619440436363,0.9194692969322205,0.06412603706121445,2015-09-15,54790
65,quiet river in southern china seeks its turn in the spotlight,0.2282739281654358,0.04466819763183594,0.727057933807373,2015-09-15,54692
66,algerian president removes feared intelligence chief,0.16885611414909363,0.4066109359264374,0.4245328903198242,2015-09-15,54777
67,europe migrant crisis,0.03524192422628403,0.3356429636478424,0.6291151642799377,2015-09-15,54628
68,vista buys solera software insurance automotive,0.06524021923542023,0.01388592179864645,0.9208738207817078,2015-09-15,54624
69,hispanic americans hear contrasting views to extol their heritage,0.06605128198862076,0.27109965682029724,0.6628490686416626,2015-09-15,54918
70,stanford business school dean to resign over a lawsuit,0.0151523994281888,0.9127558469772339,0.07209166139364243,2015-09-15,54826
71,china building airstrip on 3rd artificial island images show,0.07033687084913254,0.019459351897239685,0.910203754901886,2015-09-16,54950
72,cyberthreat posed by china and iran confounds white house,0.015166898258030415,0.803327739238739,0.18150532245635986,2015-09-16,54882
73,london stock exchange group sells proquote business to iress,0.03478289395570755,0.014786015264689922,0.9504310488700867,2015-09-16,54873
74,desperation and conflict in the migrant crisis,0.031883902847766876,0.7530405521392822,0.2150755524635315,2015-09-16,55354
75,china releases scholar who helped activist gain asylum in us,0.14154571294784546,0.06878243386745453,0.7896718382835388,2015-09-16,54987
76,charlie hebdo mocks europes response to migrant crisis with cartoons of dead syrian boy,0.024016208946704865,0.8326656222343445,0.14331819117069244,2015-09-16,55019
77,international peacekeepers confront a crisis from within,0.13131128251552582,0.15414804220199585,0.7145406603813171,2015-09-17,55192
78,europe refugee migrant crisis,0.01864663138985634,0.7915297746658325,0.18982359766960144,2015-09-17,55128
79,un report urges sri lanka to establish court to investigate war abuses,0.09647949784994125,0.06323930621147156,0.8402811884880066,2015-09-17,55136
80,for us pilots the real war on isis is a far cry from top gun,0.09323059022426605,0.10349807888269424,0.8032713532447815,2015-09-17,55174
81,guards seize interim leaders of burkina faso gunfire heard,0.0490078330039978,0.670925498008728,0.28006666898727417,2015-09-17,55377
82,meeting of anglican leaders could lead to a looser federation,0.05751481279730797,0.2960462272167206,0.6464389562606812,2015-09-17,55362
83,obama hints at sanctions against china over cyberattacks,0.0963054969906807,0.8010501861572266,0.10264433920383453,2015-09-17,55280
84,white house warns of traffic mess during popes visit to washington,0.011994203552603722,0.9541174173355103,0.03388844057917595,2015-09-17,55576
85,review in office by johnnie to ups and downs of business,0.018470413982868195,0.27462875843048096,0.7069007754325867,2015-09-18,55665
86,review the man who saved the world recounts a cold war near miss,0.1234506145119667,0.03348245471715927,0.843066930770874,2015-09-18,55692
87,citic securities investigation china,0.01973441243171692,0.13050073385238647,0.8497648239135742,2015-09-18,55470
88,as zombie rumors fly china punishes social media pranksters,0.01896383985877037,0.8178207278251648,0.16321547329425812,2015-09-18,55522
89,china president xi jinping state visit to washington,0.053042057901620865,0.02719731070101261,0.9197606444358826,2015-09-18,55539
90,london fields pulled from toronto film festival over dispute,0.07534782588481903,0.6030683517456055,0.3215838074684143,2015-09-18,55562
91,migrant refugee crisis poisoning cases death cap mushrooms,0.01623508706688881,0.8639290928840637,0.11983588337898254,2015-09-18,55559
92,campaign finance reform,0.026559827849268913,0.038796693086624146,0.9346434473991394,2015-09-18,55741
93,ruling will encourage debtors sales in bankruptcy,0.19615697860717773,0.472836434841156,0.33100661635398865,2015-09-19,55892
94,refugee migrant crisis europe,0.022390346974134445,0.6724023222923279,0.30520734190940857,2015-09-19,55767
95,burkina faso military ousted leaders,0.04647247865796089,0.7588453888893127,0.19468210637569427,2015-09-19,55817
96,yang jinjun china us repatriation,0.041825104504823685,0.05346617102622986,0.904708743095398,2015-09-19,55820
97,if rates rise global markets fear effects of any aftershocks,0.017725519835948944,0.896811306476593,0.08546318858861923,2015-09-19,55885
98,volkswagen is ordered to recall nearly 500000 vehicles over emissions software,0.008640795014798641,0.9524039030075073,0.03895518556237221,2015-09-19,55854
99,entrepreneurship lessons family business,0.04405757039785385,0.03414462134242058,0.9217978119850159,2015-09-19,56032
100,amid jerusalem clashes israeli and palestinian leaders try to make their case,0.17217685282230377,0.4927188754081726,0.33510419726371765,2015-09-19,55932
101,tourists thwart turtles from nesting in costa rica,0.05788011476397514,0.5503172278404236,0.391802579164505,2015-09-19,55987
102,farooq kathwari classic american design and a classic american success story,0.14145241677761078,0.015040281228721142,0.8435072302818298,2015-09-20,56053
103,us and china seek arms deal for cyberspace,0.6220362186431885,0.03080303966999054,0.34716078639030457,2015-09-20,56058
104,warily eyeing china philippines may invite us back to subic bay,0.13878150284290314,0.019183220341801643,0.8420352935791016,2015-09-20,56073
105,after the grateful dead phil lesh shows he has a head for business,0.11454333364963531,0.03258311003446579,0.8528735041618347,2015-09-20,56049
106,jonathan m tisch beware of the thin air at the top,0.04136847332119942,0.04960586875677109,0.9090256690979004,2015-09-20,56028
107,should new york be in the pope business an atheist group asks,0.03406411409378052,0.06169358640909195,0.9042423367500305,2015-09-20,55506
108,tom benson conducts business as usual for new orleans teams,0.026466822251677513,0.026546893641352654,0.9469862580299377,2015-09-20,56106
109,make something beautiful a fathers business lesson,0.08823118358850479,0.0173299852758646,0.8944388031959534,2015-09-21,56043
110,charter and time warner vote and chinese tech meeting in seattle,0.034242019057273865,0.023074921220541,0.9426831007003784,2015-09-21,56289
111,emmy awards audience drops to new low,0.013255584053695202,0.9321187138557434,0.05462569743394852,2015-09-22,56443
112,volkswagens recall troubles may have little effect on china its largest market,0.022407174110412598,0.8918970227241516,0.08569587767124176,2015-09-22,56389
113,chinas xi jinping arriving in us at a moment of vulnerability,0.10863842815160751,0.018507378175854683,0.8728541731834412,2015-09-22,56333
114,at salvadoran factory helping troubled youth makes business sense,0.16843973100185394,0.024847572669386864,0.8067126274108887,2015-09-22,56519
115,fading coal industry in china may offer chance to aid climate,0.8974456787109375,0.011192424222826958,0.09136182069778442,2015-09-22,56524
116,china detains us citizen sandy phan gillis,0.03570379316806793,0.6425944566726685,0.3217017352581024,2015-09-23,56552
117,xi jinping china us house of cards,0.027768585830926895,0.05654216557741165,0.91568922996521,2015-09-23,56900
118,drone crash injures baby highlighting faa concerns,0.028402870520949364,0.7995678186416626,0.1720292717218399,2015-09-23,56910
119,xi jinping of china to address wary us business leaders,0.0988093763589859,0.015179070644080639,0.8860116004943848,2015-09-23,56734
120,mayor rahm emanuel urges tax increases to mend chicagos finances,0.7643204927444458,0.12038002163171768,0.11529944092035294,2015-09-23,56772
121,conflict flavors obamas meeting with chinese leader,0.04543856903910637,0.712132453918457,0.2424289733171463,2015-09-23,56775
122,the invention start up quirky files for bankruptcy,0.042692869901657104,0.08224795758724213,0.875059187412262,2015-09-23,56748
123,migrant crisis raises issues of refugees rights and nations obligations,0.038368500769138336,0.11670897901058197,0.8449225425720215,2015-09-24,56847
124,xi jinping hears tough complaints of american business,0.09246007353067398,0.6635027527809143,0.2440371960401535,2015-09-24,57030
125,a big bet that chinas currency will devalue further,0.15127378702163696,0.04001045972108841,0.8087157607078552,2015-09-24,56938
126,egypt buys two french warships originally built for russia,0.4543779194355011,0.015303995460271835,0.530318021774292,2015-09-24,56945
127,eu leaders meet hoping to calm divisions over migrant crisis,0.3138471245765686,0.4518461227416992,0.23430687189102173,2015-09-24,57009
128,amid fresh tension over syria obama and putin seek to meet,0.15417222678661346,0.30136194825172424,0.5444657802581787,2015-09-24,57003
129,antiquities still at risk experts warn,0.21525293588638306,0.4145675301551819,0.37017950415611267,2015-09-25,57294
130,fairness for franchise businesses and workers,0.10095663368701935,0.022119374945759773,0.8769240379333496,2015-09-25,57346
131,today in politics the capital emerges from the popes glow to welcome chinas leader,0.22111554443836212,0.012617815285921097,0.7662666440010071,2015-09-25,57374
132,volkswagen diesel investigation leadership,0.020393099635839462,0.23397834599018097,0.7456285357475281,2015-09-25,57197
133,xi jinping china cultural revolution,0.030134452506899834,0.06164565682411194,0.9082199335098267,2015-09-25,57072
134,xi jinping china president obama summit,0.045182034373283386,0.04116891697049141,0.9136490225791931,2015-09-25,57074
135,croatia and serbia trade barbs as migration crisis strains ties,0.04732995107769966,0.9192454814910889,0.033424537628889084,2015-09-25,57099
136,mecca shows how crowds usually calm in crisis can panic,0.0502377450466156,0.15319107472896576,0.7965711355209351,2015-09-25,57218
137,president xis double talk on doing business in china,0.15981891751289368,0.011052563786506653,0.8291285037994385,2015-09-25,57273
138,malawi un warns of a food crisis,0.06459134817123413,0.8118152618408203,0.12359337508678436,2015-09-26,57626
139,limiting security breaches may be impossible task for us and china,0.0651543065905571,0.29371434450149536,0.6411312818527222,2015-09-26,57619
140,xi jinping china president inner circle western officials,0.05155777558684349,0.0365469753742218,0.911895215511322,2015-09-26,57361
141,china emissions xi jinping limit cap and trade,0.0667298212647438,0.03690218925476074,0.8963680267333984,2015-09-26,57375
142,president xi jinping of china pledges 2 billion to fight poverty,0.29429030418395996,0.014862432144582272,0.6908473372459412,2015-09-27,57755
143,hospitals devastated in syria war wounded seek treatment in jordan,0.07624655216932297,0.6720325946807861,0.2517208456993103,2015-09-27,57718
144,shifting direction kerry aims to include iran in efforts to end the conflict in syria,0.6702188849449158,0.012297676876187325,0.317483514547348,2015-09-27,57740
145,anne marie slaughters unfinished business women men work family,0.03435280919075012,0.06955746561288834,0.8960897326469421,2015-09-27,56825
146,un summit meeting on womens rights highlights more tension between us and china,0.06590913981199265,0.84366774559021,0.090423084795475,2015-09-27,57662
147,complex car software becomes the weak spot under the hood,0.010982896201312542,0.9389045834541321,0.050112590193748474,2015-09-27,57651
148,china united nations womens rights,0.03258951008319855,0.08680149167776108,0.8806089758872986,2015-09-28,57885
149,refugee crisis europe syria,0.026211218908429146,0.33810386061668396,0.6356848478317261,2015-09-28,57889
150,Candidates In Play for Republican Leadership,0.07057449966669083,0.048153579235076904,0.8812718987464905,2015-09-28,58185
151,email shows clinton adviser averting a potential conflict,0.2195926010608673,0.2791331112384796,0.5012742280960083,2015-09-28,57987
152,china xi jinping united nations general assembly,0.030075693503022194,0.05280299112200737,0.9171213507652283,2015-09-29,57876
153,warburg pincus to invest up to 60 million in civitas learning,0.10526454448699951,0.008866281248629093,0.8858692049980164,2015-09-29,58024
154,china united states culture policy,0.03303910419344902,0.03282339870929718,0.9341375231742859,2015-09-29,57989
155,rubios plan for paid leave depends on the kindness of business,0.022632498294115067,0.42862531542778015,0.5487422347068787,2015-09-29,57993
156,investors fears on commodities add to pressure on share prices,0.01720360480248928,0.9573258757591248,0.02547059766948223,2015-09-29,58169
157,nepal rations fuel as political crisis with india worsens,0.09177488088607788,0.7689604759216309,0.13926474750041962,2015-09-29,58151
158,yahoo to go forward with alibaba stake spinoff,0.10237641632556915,0.00965537317097187,0.8879681825637817,2015-09-29,58144
159,puerto rico officials to testify on debt crisis before senate panel,0.05163136497139931,0.07738875597715378,0.8709798455238342,2015-09-29,58171
160,obama and putin clash at un over syria crisis,0.022133702412247658,0.8123955726623535,0.16547074913978577,2015-09-29,58172
161,japans leader shinzo abe triples aid to address mideast refugee crisis,0.4874698221683502,0.16098076105117798,0.3515493869781494,2015-09-30,58389
162,petro poroshenko will seek to put ukraine conflict back on uns radar,0.061045728623867035,0.036804746836423874,0.902149498462677,2015-09-30,57992
163,drone for hire business makes big bet on industry,0.17937886714935303,0.0171896293759346,0.8034314513206482,2015-09-30,58418
164,new yorks southern tier once a home for big business is struggling,0.1119476705789566,0.06873380392789841,0.8193185925483704,2015-09-30,58224
165,ecuadors president warns of a surge in oil prices,0.02832501009106636,0.9348388314247131,0.03683618828654289,2015-09-30,58313
166,saudis faces mounting pressure over civilian deaths in yemen conflict,0.013427629135549068,0.9624431133270264,0.024129237979650497,2015-09-30,58319
167,axel springer pays very generous price for business insider,0.18100778758525848,0.008821309544146061,0.8101708889007568,2015-09-30,58332
168,war crimes court opens trial on congolese witness tampering,0.030525606125593185,0.8778015971183777,0.09167288988828659,2015-09-30,58342
169,un adds four britons to sanctions list over isis membership,0.03522549197077751,0.5004280805587769,0.4643464684486389,2015-09-30,58237
170,axel springer to acquire controlling stake in business insider,0.061706628650426865,0.010727820917963982,0.9275655746459961,2015-09-30,58258
171,house leadership race,0.05556280165910721,0.07313302159309387,0.8713041543960571,2015-09-30,58282
172,japan china detains 2 japanese on suspicion of espionage,0.025466637685894966,0.7924751043319702,0.18205827474594116,2015-09-30,58432
173,poll shows donald trump still ahead with some warning signs,0.5246502757072449,0.26972025632858276,0.20562942326068878,2015-09-30,58575
174,freshman senator edward kennedys scotch infused job interview,0.04819178208708763,0.17921236157417297,0.7725958824157715,2015-09-30,58437
175,reflections of a master legislator senator edward kennedy,0.06736843287944794,0.06452886015176773,0.8681026697158813,2015-09-30,58436
176,tame inflation in china leaves room for stimulus,0.3092718720436096,0.041084934026002884,0.6496431827545166,2015-10-01,1575
177,new president in sri lanka puts chinas plans in check,0.13182315230369568,0.033831968903541565,0.8343449234962463,2015-10-01,1904
178,days of sirens fear and blood france is turned upside down,0.05458119884133339,0.5042480826377869,0.44117066264152527,2015-10-01,1901
179,amid debate on isis war bill a democrat proposes peace,0.2160692811012268,0.13645212352275848,0.6474786400794983,2015-10-02,8949
180,starwood hotels to split off time share business,0.01781698316335678,0.0784718468785286,0.903711199760437,2015-10-02,8928
181,twitter finance chiefs account briefly seized by spammer,0.014962802641093731,0.8980255126953125,0.08701172471046448,2015-10-02,9000
182,qualcomm fine china antitrust investigation,0.029832743108272552,0.6343646049499512,0.33580267429351807,2015-10-02,8766
183,climate change is of growing personal concern to us hispanics poll finds,0.04308485612273216,0.06338811665773392,0.8935270309448242,2015-10-02,8703
184,european foreign ministers postpone russia sanctions to allow talks,0.0294537004083395,0.41023707389831543,0.5603091716766357,2015-10-02,8695
185,in chinaheavy industry unexpectedly falls sharply,0.009894546121358871,0.9701012372970581,0.02000422589480877,2015-10-02,8679
186,china executes billionaire who ran mafia style criminal gang,0.0316452719271183,0.6726207733154297,0.2957339882850647,2015-10-02,8656
187,obama says he doesnt expect more extensions in talks with iran,0.12680178880691528,0.043673329055309296,0.82952481508255,2015-10-02,8742
188,a business plan for space,0.04526780918240547,0.01657506637275219,0.9381571412086487,2015-10-02,8736
189,old ways prove hard to shed even as crisis hits kimono trade,0.08412108570337296,0.14955918490886688,0.766319751739502,2015-10-02,8814
190,netanyahu throws a punch in israels newspaper war,0.035240624099969864,0.46844860911369324,0.496310830116272,2015-10-02,8832
191,robert herzstein historian who linked a un leader to nazi war crimes dies at 75,0.057675883173942566,0.21486541628837585,0.727458655834198,2015-10-02,8839
192,malaysian court upholds anwar ibrahim sodomy conviction,0.06319970637559891,0.47936728596687317,0.4574330151081085,2015-10-02,8847
193,maybe the young shouldnt dive into stocks,0.0958469957113266,0.05464991554617882,0.8495030403137207,2015-10-02,8813
194,small business leaders wage counteroffensive to save export import bank,0.19464267790317535,0.6955828070640564,0.10977454483509064,2015-10-03,15317
195,panel seeks more time for gaza war crimes inquiry,0.09478345513343811,0.16757182776927948,0.7376447319984436,2015-10-03,15320
196,china dalai lama supporter burns herself in protest,0.031800199300050735,0.7067368030548096,0.2614630162715912,2015-10-03,15378
197,armenian leaders establish rights award to commemorate centenary of genocide,0.3551076054573059,0.01671736314892769,0.6281750202178955,2015-10-03,15379
198,helicopters crash in argentina 10 are killed,0.019492043182253838,0.8317275643348694,0.14878040552139282,2015-10-03,15381
199,white house faults gop senators letter to irans leaders,0.14306527376174927,0.02129243314266205,0.8356423377990723,2015-10-03,15267
200,greece eurozone finance ministers,0.03774075210094452,0.030336182564496994,0.9319230914115906,2015-10-03,15172
201,donna edwards announces bid for maryland senate seat,0.07237080484628677,0.06972328573465347,0.8579059839248657,2015-10-03,15462
202,ahead of world war ii anniversary questions linger over stance of japans premier,0.04064200446009636,0.6253749132156372,0.33398303389549255,2015-10-04,22171
203,in moscow economic sanctions rattle malls,0.04217197746038437,0.8864791989326477,0.07134877890348434,2015-10-04,22178
204,founder of satyam software outsourcing company in india found guilty of fraud,0.04945728927850723,0.47198227047920227,0.47856035828590393,2015-10-04,22159
205,warner bros and lego enter market where toys and gaming meet,0.15145495533943176,0.009753149002790451,0.8387919068336487,2015-10-04,22131
206,biden cites progress in iraqs war with isis,0.5277445316314697,0.03236480802297592,0.43989068269729614,2015-10-04,22208
207,china south china sea spratly paracel islands,0.0320778414607048,0.11498438566923141,0.8529377579689026,2015-10-04,22143
208,china detained womens rights activists,0.041696321219205856,0.7822655439376831,0.17603808641433716,2015-10-04,22093
209,morning agenda g e to sell bulk of finance unit,0.053668804466724396,0.016296561807394028,0.9300345778465271,2015-10-04,22395
210,in aftermath of east village blast business owners vow to rebuild,0.1652018278837204,0.0987335816025734,0.736064612865448,2015-10-04,22314
211,italy man opens fire in court during bankruptcy hearing,0.026981867849826813,0.8040198087692261,0.16899828612804413,2015-10-04,22310
212,civil wars lessons resound 150 years later,0.11034379154443741,0.035203561186790466,0.8544526696205139,2015-10-04,22321
213,obama calls elizabeth warren absolutely wrong on trans pacific trade deal,0.02671234868466854,0.8251014351844788,0.14818620681762695,2015-10-05,28893
214,medals and memories for jewish world war ii veterans from russia,0.10080835223197937,0.03580603376030922,0.8633856177330017,2015-10-05,28913
215,accused of spying for china until she wasnt,0.050022054463624954,0.4164155125617981,0.5335623621940613,2015-10-05,28837
216,after ebola outbreak liberian churches confront crisis of faith,0.04718375578522682,0.7964745163917542,0.15634174644947052,2015-10-05,28855
217,european businesses hit by chinas cooling economy,0.02073717676103115,0.932062566280365,0.04720015078783035,2015-10-06,35655
218,greece un warns that migrants may overwhelm tourist island of lesbos,0.02549305371940136,0.9483453631401062,0.026161551475524902,2015-10-06,35571
219,blackrock hires columbia finance professor to guide new investment strategy,0.10289500653743744,0.013251489028334618,0.883853554725647,2015-10-06,35503
220,elizabeth warren calls out education department over student loans,0.014633399434387684,0.8837724328041077,0.10159412026405334,2015-10-06,35762
221,global index may add chinese stocks fueling investment,0.9008949995040894,0.02933720126748085,0.06976776570081711,2015-10-06,35530
222,south korea mers virus pneumonia patients,0.03143875673413277,0.68683260679245,0.28172871470451355,2015-10-06,35422
223,new jersey battles to attract food businesses,0.8847039341926575,0.01907414011657238,0.0962219089269638,2015-10-06,35417
224,to move forward hsbc looks back,0.24290990829467773,0.009016546420753002,0.7480735182762146,2015-10-06,35447
225,an audacious project and its founder slide toward failure in paris,0.012560371309518814,0.9427239894866943,0.044715575873851776,2015-10-06,35432
226,marco rubio finances debt loans credit,0.037044622004032135,0.01591702364385128,0.9470383524894714,2015-10-06,35378
227,china frees zhang miao employee of die zeit,0.07517220824956894,0.2896070182323456,0.6352207660675049,2015-10-07,41980
228,thailand deports uighur migrants to china,0.05031965672969818,0.383414626121521,0.5662657022476196,2015-10-07,41976
229,why chinas stock market bailout just might work,0.04914487153291702,0.04699692130088806,0.9038582444190979,2015-10-07,41992
230,china stock market crash communist xi jinping,0.01518982369452715,0.8665497303009033,0.11826034635305405,2015-10-07,41934
231,chinese stocks stabilize but fears persist,0.05774100497364998,0.906436562538147,0.03582235425710678,2015-10-07,41804
232,when prostitution is nobodys business,0.02699696086347103,0.2866940498352051,0.6863089799880981,2015-10-08,47372
233,mtime helps hollywood clear chinas marketing hurdles and reach fans,0.5319135189056396,0.00962190330028534,0.458464652299881,2015-10-08,47333
234,similarities aside bernie sanders isnt rerunning howard deans 2004 race,0.03600354120135307,0.07218394428491592,0.8918125033378601,2015-10-08,47266
235,scale of migrant crisis in europe,0.03741053119301796,0.5783222317695618,0.3842672109603882,2015-10-09,53729
236,europe migrant crisis jean claude juncker,0.03641441836953163,0.4626842737197876,0.5009012818336487,2015-10-09,53429
237,in china a forceful crackdown in response to stock market crisis,0.061548881232738495,0.7806797027587891,0.15777143836021423,2015-10-09,53454
238,migrants refugee tensions in europe,0.043056029826402664,0.6724583506584167,0.2844856083393097,2015-10-09,53564
239,bao zhuoxuan wang yu son myanmar china,0.029567576944828033,0.10476824641227722,0.8656641840934753,2015-10-10,60855
240,fiat chrysler to move forward with ferrari ipo,0.7099210023880005,0.010052341967821121,0.2800266444683075,2015-10-10,61066
241,defamation suit against cosby will go forward in massachusetts,0.051901742815971375,0.03294024243950844,0.9151579737663269,2015-10-10,61069
242,is vw proof that businesses cant regulate themselves,0.030506959185004234,0.08513001352548599,0.884363055229187,2015-10-11,68086
243,poll watch overseas elections offer warnings for u s pollsters,0.028141146525740623,0.5658362507820129,0.4060226380825043,2015-10-11,68116
244,netflix to finance film by snowpiercer director,0.16480274498462677,0.008279804140329361,0.8269174695014954,2015-10-11,68208
